text,toxic
"bolsominion vangloriar estupidez irracionalidade . bolsominion , voc idiota . completo idiota . negacionismo , marxismo cultural terra plana ? so coisas idiota .",1
rt absurdo,0
"dana nisso consigo andar direito , ,",0
to bom voc pede uber voc v mulher pqp,0
caralho ! amo rei leo ! ! !,1
"broxa , filho puta ..",1
agora vamos esperar rafaela acabar pegar sol pra ir fazer sobrancelha,0
amiga ontem passou ruivinha linda coloquei cara to feia acho q assustou,0
vez ouvi quanto maior pinto fcil esconder pra baixo,1
cu,1
povo aqui casa to chato s conversar j nervo desgraado,1
t puta,1
raquel dodge reconduzida . est contra governo bolsonaro . olho atitudes .,0
rt todo mundo cala boca chaetzu t passando tml sendo coisinha preciosa mundo,1
rt s falta voc usar tag bb mpn luansantana luanetes luansantanashow,0
festa mel to perfeita chorei amo mel pqp,1
uso batom claro desde conheo gente,0
"todos dia cai menos 10 contas amigo seguidores , hoje conta , derrubaram 1 minuto aps reclamar twitter terem derrubado conta",0
rt pra mim s quero garay brait .,0
gente s lavei cabelo duas vezes semana quero ver desbotar rpido porra,0
"td ano fico falando niver , vai chegando perto sofro porra inferno astral",1
"rt oi migas , vamos ? !",0
engraado querer ter julgar enquanto faz questo filha kkkkkkk vida irnica,1
aqui to absurdo rolar protesto hora cheirao td mundo ae faro fareja aqui esticando lagarta carreira bem grossa cocaina hora exibio dessa porra,1
pqp olha beleza,0
"leco porra . ra , terror morumbi !",1
rt feliz 0.2 cabeo hahaha p . cara feia corao bom pessoal,0
t cega demai armao j feia,0
rola . melhor ficar quietinho cervejinha msm kkkk,0
"juro irritada pqp , falou merda",1
"rt at vontade coragem , so n maturidade p deixar grande jeito q q deixar p dp depilar",0
sei vou ainda viado,0
eita cachaa caraio,1
porra fala demais t doido,1
"rt rio janeiro ta feio hoje , frio cor",0
pqd vale pena kkkkkkkk vagabundo n,0
"aqui brasil tambm muitos perseguidos , especialmente vo encontro sistema morte . senhor proteja profetas fortalea f .",0
yohana vai mudar mano vsf,0
"fica puto luan fala pra deixar , pq deve sentir perdendo autoridade . pedi pra mostrar tattoo mesma coisa , luan manifestou , saiu . viram depende luan ? s dar balanada cabea qe tudo resolve",1
animao meio feia,0
porra doido pra colocar trem pista logo,0
"candidato rico fez campanha pobre histria atacado todos poltico burro , poi anuncia principais ministros ante fim primeiro turno , deixando margens negociatas segundo turno",1
"pqp , destruda",1
rt semana t passando mto rpido parece ontem segunda amanh j eh sexta algum segura q deu at tontura,0
falta s 1 caralho voleinaglobo,0
"caralios uma coisas ficam cabea dia , odeio assim , pqp",0
rt feio j fao estrago fico imaginar bonito,0
mary shelley come cu favor,1
rt pior parte enche cu chop eh ir banheiro,1
vou at beber gua pqp,1
fao deliciar nesse pau ?,1
"ainda melhor , pe p rua logo reconhecido fodido , logo tweet cumprio dever",1
mundo deu muitas volta acabei parando lugar onde nunca deveria ter sado,0
"ainda superei fato morando nicolas h sete me convivncia horrvel , chega ch buceta virtual nesse menino tudo l casa melhorou",1
"mano porra acabei ver , vtnc",0
passando pra deixar risada . bolsonaro ovacionado povo bahia . t bom pra voc ?,0
"18 perguntas , 18 nome 1 2 vinicius 3 marinette ladybug deusa 4 theu 5 porra mo galera 6 bianca 7 mamae 8 theu 9 biancajapanerimats 10 danlucaspedrocaio 11 famosa 12 dan lucas 13 theu gui 14 famosa 15 bianca 16 pedro 17 vini 18",0
mano odeio depilar perna pqp,0
lava jato pegou pai ..... fica esperto .,0
pqp ness nego divulgando bar rosa baile,1
vou ter motivo pra chamar coitada,0
acho bizarro pessoas realmente acham capitalismo deu certo enquanto gente ta tornando planeta inabitvel pras prximas geraes motivos dinheiro repito inabitvel dinheiro,0
", agora entra l pega challenger , pra ver consegue",0
ah porra queria tanto merda morar fim mundo,1
j campeonatos so luiz kkkk tnc cara,1
sempre vai ter retardado vai dizer vc futuro,1
"t s adiando pra ir casa vov , bichinha j acredita falo vou l",1
rt deve triste suportar poder chamar feia n,0
bom dia muita leitada cuzo dessa safada ! curte acordar j tomando cu ae ?,1
primeiro aparece jennie frente doi cisne cada cor lisa loja doce chutando derrubando tudo jisoo frente espelho dagua sol atras sei la q porra ro dirigindo carro alta velocidade chorando,0
rt hj dia muie ta tudo virando puta ai nao pode postar ft ousada tmb kk vsf,1
maldito faz parecer fcil,1
"rt tarde modo fodac vai t ligado , vo tudo toma cu tranquilo",1
t certo kkkkkkkkk,0
musica viciante porra pra salvar vou precisar avano,1
casacaa demais pqp,1
u ? investigar algum q ter coaf meio ? vc sabe q !,1
"julgo , faria mesma coisa kkkk",0
vou fazer coisas pra mua terminar volto fazer lista so paro agora yerminar awiela merdaaaaa ej odieo geometria fundo cu,1
"av falou quer ter conversa mt , t fudido",0
reao exatamente,0
professores ufmg kkkkkkkkkkkkkkkkk vsf,1
nen fica 4 pai taca vara,1
parei dar moral pra vagabundo ....,1
consegui talk reunio sociedade astronomica brasileira setembro usp vai grande desafio conseguir ateno pessoas famintas,0
"deus cu , gente senso ridculo",1
azul melhor q ugh cabelo chama feio n gosto,0
bglh prometo dar favcurti vida mae ttface ridiculo snrz,0
"rt mano , olha q teso turbo desse carro pqp ! !",0
foda to triste acordei menstruada ta chovendo frio pra caralho so pq hoje festa,1
gente menino gato md beldade dessa mora alba,0
vc salafrario s quer brinquedo pobre criana n,1
"sei , fazendo . tudo tirar sensao .",0
ridculo,0
rt n roupa frio p sair pqp,0
certssimo guerreiros rotam pa vagabundo morrer sal bandido bom bandido morto avante d moleza pra vagabundo par ! !,1
tbm qnd ia pro jogos fdp,1
aaaa alguem d,0
professor q merece mundo,0
fsradiobrasil festa vcs mostraram fogos ontem flamengo sim fortaleza,0
12 ano,0
"infelizmente , ............",0
nada flor,0
sla mano tudo estranho primeiro parece t escondendo dp faz movimentos braos parece t discutindo porra ngm ali,1
"davi alcolumbre abrir processo impeachment dia toffoli impeachment ministro dia toffoli , presidente stf sign",0
hoje caso dormir cedo tipo preso,1
rt s nessa foto trs jeniffer maraca amigas gosto,0
rt pegar cabelo surtooooo,0
"rt mano , arrependo nada , tudo fiz trouxe algo , felicidade pra caralho , aprendizado sob",0
flopei,0
carai spfc limites mlk,1
dei entrada banheiro pretense achei peludo kct uncut tirou leite pau,1
rt hahahahahhahahahahhaha socorro t passando mal,0
kkkkkkkkkkkkk deus livre ffc,0
odeio putinha like bloqueou consigo ver nada nesse caralhoo dio,1
"porra vcs ainda esto nessa , vai arrumar alguma coisa pra fazer . parece 3 crianas discutindo tnc",1
disse vez apresentado . vi at imagens youtube .,0
"vcs so mto burro acreditar michael jackson estaria brasil pleno governo bolsonaro , vendo desgraado acabar pa vez doi palpites t stio lula improvvel t rea 51",1
rt hoje dia t puro estresse pqp,0
rt deus jogo t caramba pqp voleinosportv,1
vou arrumar casa,0
"pqp , linda pra cacete !",1
kkkkkklkkkll morro honra pau arara peito pra fascista filho puta igual q vc,1
"acordei berro torcendo pra seleo fem vlei , jeito vocs sofreram aqui tambm hahahaha classificadas porra !",1
"rt comigo j viro dando soco , jeito chata pra caralho kkkkkkk",0
maldito palo,0
"rt gente to cu mo pra fazer vestibular quero cursar , ansiedade foda",1
independente q est desenhando vc q admitir q foda,0
q sair trampo ir pra casa s saio pra ir f1 dentro rea 500m casa n aguento ficar rua,0
"nereu irrita cara , machista , muitoo fico puta vida",1
culpa qm serum ? ? ?,0
feia ? aonde ?,0
mente brilhante ! ! !,0
"assim , fala pra q mandei enfiar lngua cu , pq t maravilhoso , gosto bonito",1
roubado rede lado,0
"rt posso feia , menos fico diminuindo outras meninas cc , boa noite",0
"mano posso ver pessoa doida , retardada lerda j quero fazer amizade",1
voc hipocrita cacete,1
gosto pretinha transas,1
"fale povo nordestino . maranhense , moro maranho importei pouco . sai bolha , otrio . queria dar abrao agradecer presidente feito . ah ! detesto maconha !",1
deus kkkkkkkkk amo viado,1
"puta falta respeito , vergonha",1
pena morte j lixos assassinos confessos ! gastar dinheiro gente sim desperdcio paga conta ! existe direitos humanos pessoas assim bolsominion porra !,1
"rt tanto story vi , j conheo porto seguro q prprio pessoal viajou pra la",0
rt ninguem nunca pensa mim ante fazer porra nenhuma sempre coloco todo mundo frente pq sempre penso g,1
"boa tarde amigo bora acelerar cometa hoje rol so paulo x campinas quinta vez , j t sentindo campineiro bora l ento deus comando sempre sentindo feliz terminal rodovirio tiet",0
"rbitro colocou smula agredi kkk agredi cara mano , pqp",0
ataa pensei seila causa gravidez,0
rt 229. jota prola sr kim .,1
jeitinho joon olha pra ai fico boiola,1
juvena tenso,0
rt imagina show br tentando falar palavrinhas portugus ? ? ? ? ? pqp vai dia feliz vida,1
toma humorista merda ...... mito mito mito,1
inferno mulher bicha,1
canalha inferno .,1
rt boiola sope demais,1
vi video bill skarsgard q deus q homem absurdo subiu fogo aqui q puta merda,0
pa louco pra fazer igual ...,0
twitter cu seco cortou foto,1
caralho acordei derrotada gripe,1
"quero ni kuni , cdigo via dragon blau kakaroto dessa lista",0
"queria delineador , n pra aprender fazer igual karol n quero",0
cada cr escroto aparece trampo,1
"to acreditando , medo . vai brasil caraio voleinaglobo",0
deus tira mim vontade furar umbigo favor,0
"piranha sim kkkkkkkkk , talarica fala kkkkkk",1
t puta v. t fazendo merda pra v,1
"ouro mo , s trabalharmos life feita calma puto",1
selca pedi cacete,0
"moral , tome cu",1
rt outros lugares coincidncia pa cear parece coisa,1
"maria fingia demncia relao isa tkm agora respondeu amg dizendo viu indicao feliz , dai like post sobre isa mgbr to surtando vei",0
rt namorado lindo demais,0
rt enfiem cu rivalidades vcs criam desnecessariamente apreciem imagens lindas,1
"primeiramente vc sabe sambar , segundamente pagode vida vc fica cara feia , terceiramente desse palco vc xuxa , quartamente enconomiza .",1
rt ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! podium 100 rt nessas palavras pqp,1
1b vindo info pqp chorando,1
"5 dia t chapado , misturando drogas , dio amor todo dia cada dia passa vontade drogar pra ver tudo passa s almenta junto almenta tamanho dor ta peito , j to conseguindo respirar direito tanta ansiedade",0
to chorando porque irm retardada saiu doi carte 1 puto pra almoar,1
vdeo ficou perfeito ainda .,0
rt ontem,0
at hoje insta liberou musica story serum feia ?,0
"liam payne cada dia fica lindo , bonito , gostoso resumindo homo porra",0
inteigncia,0
"50 milhes pro ninja , deus",1
algumas buceta chupa outras buceta .... pq pode chupar prikito sexo oposto ?,1
raiane vc veio d onde 2013,0
rt parabns considerao q vc enfiou cu,1
"j acordei comendo pizza , quero reclamar q t gorda",0
"fux probe destruio mensagens hackeadas determina stf cpias guardadas atendendo pedido pdt , ministro probe descarte mensagens deciso precisa revalidado 11 ministros supremo",0
bro ficou mo bonito pqp t mt lindo msm,0
"cai sofrimento jeito , nico t junto cntg famlia ento valorize , nunca esquea , amigo peito colete aprova bala ! poucos pode chamar amigo , alguns quer bem muitos quer caveira ! ! !",0
"todo mundo batiza gatos simba . batizaria mufasa poi dono sabedoria profunda vida . todo gato fundo sabe toda verdade universo , querem tudo foda so meio filhos puta .",0
tava mt precisando ler,0
comeou fogo cu,1
"s entendo povo esperava algo bom desse governo . povo nunca fez nada povo , est ano poder . nada ia resolver problemas brasileiros ?",0
"porra , sei corto logo cabelo fao sobrancelha",1
meninas perderam alguma coisa cara pq possvel toda vez v escola olha pra cara ri nibus tmb olhar pra cara saco,0
bolsominion fuder msm at levar jeito,1
deve ter gente indo pro aeroporto .,0
caipira tentando chique kkkk,1
"advogado ingls lawyer , attorney , counsel , counselor , solicitor barrister ? assista vdeo acabe dvida ! via ingles teclasap legalenglish businessenglish",0
chamar vc vem ?,0
desgraado,1
porque nunca comeste sundae chocolate deve,0
"rt ri , acabou comigo .",0
kd hlio bolsonaro ?,0
rt gorda putinha corna ..,1
vou fuder,1
"preguia ir pra mangueira , pqp",1
serum reprovar ano dnv fica puta,1
"podemos fazer nada hoje dia pessoas vo julgar todo , sociedade merda ..",0
aqui caso quiser entender melhor aconteceu .,0
"mulher brasil , mulher gostosa cacete !",0
amanha joga benfica j bue excitado porra,1
pau cu pra despedir,1
caralho ta todo mundo namorando menos emprego,1
"deus , segura mo n deixe comprar tnis",0
gastei 300 reais remdio s algo dizer vai tomar cu rinite sinusite,1
caralho ta mo frio,1
"dizem , to pra porra nenhumaaaaa",0
vou estressar vou estressar vou estressar vou estressar pessoa vai fuder fdp caramba ! !,1
karol certeza razo felicidade,0
caralho mano nao responsvel mal,1
pqp susto krlh,1
mochila costa radinho cintura bonezin pra trs s caando puta,1
"queridos , ocupem espaos permaneam crticos vejam voc est dando dinheiro , tempo trabalho voluntrio . descobre pretos existem s parcial ascenso econmica virar moda oportunista .",0
nica retardada saio casa chuva pra fazer sobrancelha !,0
puta tambm sentimentos,1
rt caralhoooooooooooo braba fdp kkkkkkkk,1
idiota ainda continuou ali recebendo migalhas imbecil,1
legal vitria sofrida santa ... anula jogo feio . anula campanha medocre . anula falta vitrias descendentes .,1
stfvergonhanacional pode ? 11 ministros fazerem querem ? acabar . podemos permitir pessoas colocamos poder mandem demandem . absurdo total .,0
"rt feia pra crlh , insuficiente pra crlh , inutil tbm ...",1
"j acabou discusso mana , t errado kkk",0
"esperanas renovem amor palavra final toda decises . perdo lei paz alcance todos coraes . dores terminem , aflies cessem , medo chegue fim . n coragem enfrentar toda situao .",0
"rt aprenda forar coisas . flui , flui termina , termina . melhor sempre est vir",0
vc nunca padre . vc ativista pago comunismo . ningum burro . vc comunista .,1
rt botei ketchup pizza ! cad paulista sair soco,1
avisem est rico pq telegram ofereceu fortuna conseguisse invadir sistema .,0
", mario . colunista social crime organizado profisso risco .",0
"pedi alaminuta feijo salada maionese , demorou 1hr pra chegar , abro pote , arroz batata frita gelada , caralho , tudo errado disgraaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa",0
mulher foda pqp,0
caralho desdobra inteira p fazer coisas aq casa inutil pai s reclama tmnc,1
"d pai chega servio vai direto pra sala pra falar mulher inferniza trabalho pai fica tipo h , , louca , vc est certa",0
rt pqp gnt vai perder coreano q infernoooo,0
kkkkkkkkkkkkkkkkkkkkkkkkkkkk ridculo,1
"rt porra nude , puxa msica pixote pra gente fazer dueto",1
rt amigo caralhokkkkkkk bando d filho puta,1
rt maioria amigas sabe tirar fotos .,0
onde vcs compram roupa ? n sei onde ir,0
ah ! mata tambm,1
pq fotos boa postar pq feia,0
to dizer q bruno vem domingo,0
vtnc,1
"engraado convencendo pessoas vc precisa entender t oculto nesse filme , sentimento , mensagem , poder cenas , sofrimento mano pqp kkkkkkkk",1
caralho achei varinha t feliz inferno,0
"algum favor explica , diabos tudo saudvel gostoso ? ? ? ? inferno",0
"boaaaaaaaaaaaaaaaaa , fico feliz vc",0
"eae cheira rola , q ! ?",1
faltou coragem p dizer q nao,0
dia deixar cabelo rgua,0
ningum obrigado transar,0
"teste grosseria j grosso voc , algum voc conhece , favorite tweet , receber 10 curtidas preciso mudar menos grosso .",0
"tati s quer ver tipo filme , toy story rei leo , querendo ver un filme tiro , terror carai , 22 ano ainda quer saber disney",0
rt pq t todo mundo incomodado pq tomei 500ml aa cu manh ?,1
sistema imunolgico lixo,0
dilua perfeita amo mylher entenderam gente dilua amy so maravilhosas algum pense menos t errado,0
"rt fica divulgando oq ta acontecendo bdb mora aqui , porra novela , tmnc .",1
youtube deixa fazer login caralho,1
